RefId,PurchDate,Auction,VehicleAge,Make,Model,Trim,Color,Transmission,WheelType,VehOdo,Size,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNST,VehBCost,IsOnlineSale,WarrantyCost,AverageAcquisitionPrice,AverageCurrentPrice,PriceDiff,DepreciationValue,MilesPerYear,EngineSize,WheelDrives,Cylinders,NumDoors,Litres
111958,2,1,6,23,258,1,2,2,1,64049,6,2611.0,3481.0,3320.0,4259.0,2611.0,3481.0,3320.0,4259.0,5,3845.0,0,1028,3417.75,3417.75,0.0,2.0,11000.0,0,3,2,4,-1.0
111959,2,1,3,20,42,7,1,1,2,71745,6,8751.0,10463.0,9951.0,11800.0,9366.0,11217.0,10615.0,12614.0,5,8180.0,0,686,10241.25,10953.0,7.0,-7.0,24000.0,0,3,2,4,-1.0
111960,2,1,4,12,225,55,14,1,1,81289,7,9175.0,10519.0,10409.0,11861.0,8572.0,10108.0,9758.0,11417.0,5,8280.0,0,1893,10491.0,9963.75,-5.0,-5.0,20000.0,0,0,2,4,-1.0
111961,2,1,6,23,268,45,14,1,2,79231,6,3378.0,4234.0,4148.0,5073.0,3613.0,4537.0,4402.0,5400.0,5,4045.0,0,1806,4208.25,4488.0,7.0,-1.0,13000.0,0,3,2,4,-1.0
111962,2,1,6,5,0,55,15,1,1,48071,5,4050.0,5962.0,4874.0,6939.0,5288.0,6247.0,6211.0,7247.0,5,6530.0,0,993,5456.25,6248.25,15.0,3.0,8000.0,0,0,2,-1,4.7
111963,2,1,4,6,173,87,2,1,2,46574,5,6299.0,8296.0,7303.0,9460.0,5617.0,6891.0,6566.0,7942.0,5,7645.0,0,482,7839.5,6754.0,-14.0,-1.0,12000.0,1,0,2,-1,4.2
111964,2,1,3,13,459,22,5,1,2,77937,6,4107.0,4993.0,4936.0,5892.0,4575.0,5564.0,5441.0,6509.0,5,5565.0,0,569,4982.0,5522.25,11.0,4.0,26000.0,0,3,2,4,-1.0
111965,2,1,3,22,323,88,5,1,2,85068,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7245.0,0,2282,0.0,0.0,0.0,999.0,28000.0,1,2,2,4,3.5
111966,2,1,6,4,12,94,14,1,1,87545,3,5450.0,7061.0,6386.0,8126.0,4385.0,6465.0,5236.0,7482.0,5,7030.0,0,1803,6755.75,5892.0,-13.0,1.0,15000.0,0,3,2,4,-1.0
111967,2,1,3,6,346,7,13,1,1,53218,11,10789.0,12483.0,12152.0,13982.0,8948.0,10399.0,12863.0,14207.0,5,9465.0,0,671,12351.5,11604.25,-6.0,-8.0,18000.0,1,3,2,2,-1.0
111968,2,1,6,27,130,9,1,1,2,82031,1,5117.0,5883.0,6026.0,6854.0,5210.0,5953.0,9556.0,10918.0,5,5895.0,0,894,5970.0,7909.25,32.0,-0.0,14000.0,0,3,2,4,-1.0
111969,2,1,7,6,166,107,7,1,1,77703,8,4078.0,5370.0,4904.0,6300.0,4083.0,5026.0,4910.0,5928.0,5,6865.0,0,1220,5163.0,4986.75,-3.0,5.0,11000.0,1,0,2,4,3.0
111970,2,1,3,3,246,48,14,1,2,68547,3,6801.0,8151.0,7845.0,9303.0,7640.0,8765.0,10604.0,11851.0,5,7580.0,0,1703,8025.0,9715.0,21.0,-2.0,23000.0,1,3,2,4,-1.0
111971,2,1,5,3,509,60,15,1,1,69025,7,6248.0,7684.0,7248.0,8799.0,6029.0,7324.0,9737.0,11656.0,5,7780.0,0,1020,7494.75,8686.5,16.0,1.0,14000.0,0,0,1,4,4.2
111972,0,1,8,5,96,95,5,1,2,63860,12,2446.0,3417.0,3142.0,4190.0,2498.0,3434.0,5889.0,8096.0,5,4710.0,0,1711,3298.75,4979.25,51.0,5.0,8000.0,1,2,2,-1,3.3
111973,0,1,6,3,54,2,7,1,1,85973,5,8724.0,10506.0,9922.0,11846.0,8412.0,9818.0,9585.0,11103.0,5,10565.0,0,1673,10249.5,9729.5,-5.0,1.0,14000.0,0,0,2,4,5.3
111974,0,1,5,16,314,122,13,1,1,77619,6,5543.0,7064.0,6486.0,8129.0,4957.0,5923.0,8416.0,9197.0,5,7745.0,0,1272,6805.5,7123.25,5.0,3.0,16000.0,0,3,2,4,-1.0
111975,0,1,4,23,538,0,3,1,2,60657,7,6155.0,7799.0,7147.0,8923.0,5006.0,6157.0,8712.0,10009.0,5,7845.0,0,1411,7506.0,7471.0,-0.0,1.0,15000.0,0,0,0,4,2.2
111976,0,1,4,3,298,48,5,1,1,71215,6,5309.0,7016.0,6234.0,8077.0,5215.0,6837.0,6132.0,7884.0,5,5765.0,0,1272,6659.0,6517.0,-2.0,-3.0,18000.0,1,3,2,4,-1.0
111977,0,1,4,3,328,48,15,1,1,51588,3,4953.0,6603.0,5849.0,7631.0,4327.0,5432.0,7634.0,9049.0,5,7710.0,0,1500,6259.0,6610.5,6.0,6.0,13000.0,1,3,2,2,-1.0
111978,0,1,4,22,323,88,3,1,1,83689,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7130.0,0,5092,0.0,0.0,0.0,999.0,21000.0,1,2,2,4,3.5
111979,0,1,4,16,313,122,14,1,2,92851,6,7803.0,9730.0,8927.0,11008.0,6129.0,7344.0,9717.0,11333.0,5,6795.0,0,1485,9367.0,8630.75,-8.0,-7.0,23000.0,0,3,2,4,-1.0
111980,0,1,5,20,306,75,3,1,1,77123,3,7979.0,9749.0,9117.0,11029.0,8147.0,9854.0,9299.0,11142.0,5,10530.0,0,1155,9468.5,9610.5,1.0,2.0,15000.0,1,3,2,4,-1.0
111981,0,1,2,4,430,7,15,1,2,66759,6,7444.0,8528.0,8540.0,9710.0,8248.0,9655.0,11467.0,12811.0,5,7480.0,0,1020,8555.5,10545.25,23.0,-6.0,33000.0,0,3,0,4,-1.0
111982,0,1,5,3,509,60,6,1,1,78301,7,6454.0,7671.0,7470.0,8785.0,5957.0,7249.0,9761.0,11096.0,5,8045.0,0,1155,7595.0,8515.75,12.0,1.0,16000.0,0,0,1,4,4.2
111983,0,1,6,16,375,66,16,2,1,65914,1,4712.0,5727.0,5589.0,6685.0,4091.0,5095.0,4918.0,6003.0,5,6365.0,0,1028,5678.25,5026.75,-11.0,2.0,11000.0,0,3,2,4,-1.0
111984,0,1,5,3,509,60,5,1,1,57901,7,6454.0,7671.0,7470.0,8785.0,5818.0,7106.0,9414.0,10918.0,5,7845.0,0,920,7595.0,8314.0,9.0,1.0,12000.0,0,0,1,4,4.2
111985,0,1,3,1,397,10,5,1,1,83947,7,11834.0,14499.0,13281.0,16159.0,11576.0,14303.0,13002.0,15947.0,5,8280.0,0,5092,13943.25,13707.0,-2.0,-14.0,28000.0,0,3,2,4,-1.0
111986,0,1,4,13,462,53,15,1,1,57603,8,6344.0,7461.0,7352.0,8558.0,6346.0,6894.0,9884.0,10386.0,5,8080.0,0,754,7428.75,8377.5,13.0,2.0,14000.0,0,0,0,4,-1.0
111987,0,1,7,3,509,48,7,1,1,89460,7,4393.0,5519.0,5244.0,6461.0,4442.0,5490.0,7324.0,8602.0,5,5865.0,0,1543,5404.25,6464.5,20.0,1.0,13000.0,0,0,1,4,4.2
111988,0,1,7,5,0,86,3,1,1,76484,5,5517.0,7263.0,6458.0,8344.0,4890.0,5748.0,8891.0,9817.0,5,5365.0,0,1220,6895.5,7336.5,6.0,-3.0,11000.0,0,0,2,-1,5.9
111989,0,1,4,19,275,21,2,1,2,70316,1,4625.0,5485.0,5495.0,6424.0,4171.0,5349.0,5005.0,6277.0,5,5465.0,0,569,5507.25,5200.5,-6.0,-0.0,18000.0,0,3,2,4,-1.0
111990,0,1,2,5,81,7,13,1,2,73897,6,8406.0,9949.0,9578.0,11245.0,6659.0,7913.0,10049.0,11069.0,5,7030.0,0,920,9794.5,8922.5,-9.0,-14.0,37000.0,0,3,2,4,-1.0
111991,0,1,4,5,469,91,6,1,2,53357,6,3659.0,5141.0,4452.0,6052.0,3825.0,4966.0,7075.0,8263.0,5,5530.0,0,920,4826.0,6032.25,25.0,4.0,13000.0,0,3,0,4,-1.0
111992,0,1,2,22,230,7,2,1,2,99522,3,7611.0,8920.0,8720.0,10134.0,7119.0,8158.0,11163.0,12382.0,5,6265.0,0,2351,8846.25,9705.5,10.0,-15.0,50000.0,1,3,2,4,-1.0
111993,0,1,4,4,381,98,3,1,2,45174,6,4367.0,5294.0,5216.0,6218.0,3794.0,4809.0,7416.0,8527.0,5,6550.0,0,975,5273.75,6136.5,16.0,6.0,11000.0,0,3,2,4,-1.0
111994,0,1,2,3,328,48,4,1,2,67104,3,8032.0,9201.0,9175.0,10437.0,7555.0,9042.0,11403.0,12779.0,5,7280.0,0,1703,9211.25,10194.75,11.0,-10.0,34000.0,1,3,2,2,-1.0
111995,0,1,3,3,517,48,1,1,2,79600,12,8102.0,9881.0,9250.0,11171.0,7314.0,9141.0,11749.0,13667.0,5,6965.0,0,2091,9601.0,10467.75,9.0,-9.0,27000.0,1,2,2,-1,3.5
111996,0,1,3,5,140,91,2,1,1,60230,7,11822.0,14278.0,13268.0,15920.0,11052.0,13313.0,12436.0,14878.0,5,9465.0,0,1411,13822.0,12919.75,-7.0,-11.0,20000.0,2,1,2,4,4.7
111997,0,1,2,4,381,98,15,1,2,46281,6,6082.0,6958.0,7069.0,8015.0,5471.0,6404.0,6409.0,7416.0,5,6550.0,0,975,7031.0,6425.0,-9.0,-3.0,23000.0,0,3,2,4,-1.0
111998,2,1,5,6,164,106,13,1,1,60628,8,5249.0,6761.0,8936.0,11511.0,5758.0,7562.0,9605.0,12445.0,32,7440.0,0,825,8114.25,8842.5,9.0,-2.0,12000.0,0,0,0,4,2.3
111999,2,1,7,1,103,16,14,1,1,45716,6,2922.0,4314.0,5812.0,7099.0,2853.0,4143.0,5559.0,7140.0,32,5725.0,0,1628,5036.75,4923.75,-2.0,2.0,7000.0,1,3,2,4,-1.0
112000,2,1,2,6,484,56,6,1,1,74390,6,14947.0,17234.0,18746.0,20868.0,15738.0,17883.0,18957.0,20645.0,32,7740.0,0,1506,17948.75,18305.75,2.0,-28.0,37000.0,0,3,2,4,-1.0
112001,2,1,5,6,484,77,7,1,1,81703,6,4458.0,5553.0,8043.0,9179.0,3706.0,4877.0,6729.0,7931.0,32,5225.0,0,983,6808.25,5810.75,-15.0,-5.0,16000.0,0,3,2,4,-1.0
112002,2,1,2,4,428,53,14,1,2,73937,6,7804.0,8535.0,11884.0,12482.0,7435.0,8258.0,11172.0,11938.0,32,7670.0,0,1155,10176.25,9700.75,-5.0,-12.0,37000.0,0,3,0,4,-1.0
112003,2,1,5,6,178,117,3,1,1,88341,1,3985.0,5041.0,7431.0,8558.0,3103.0,4017.0,6035.0,7108.0,32,4515.0,0,1243,6253.75,5065.75,-19.0,-6.0,18000.0,0,3,2,4,-1.0
112004,2,1,5,5,95,91,7,1,1,67694,12,5567.0,6553.0,9506.0,11053.0,4513.0,6046.0,7506.0,9474.0,32,6015.0,0,1411,8169.75,6884.75,-16.0,-5.0,14000.0,1,2,2,-1,3.3
112005,2,1,6,12,281,95,5,1,1,87738,8,6235.0,7591.0,9620.0,11135.0,6068.0,7316.0,9690.0,10879.0,32,7245.0,0,983,8645.25,8488.25,-2.0,-3.0,15000.0,1,1,2,4,-1.0
112006,2,1,6,3,519,48,15,1,2,76534,12,4706.0,5659.0,8489.0,9258.0,2831.0,4269.0,6465.0,8331.0,32,5900.0,0,4622,7028.0,5474.0,-22.0,-3.0,13000.0,1,2,2,-1,3.4
112007,2,1,3,3,241,48,4,1,2,78428,3,8058.0,9130.0,11595.0,12810.0,7421.0,8642.0,10120.0,11695.0,32,8100.0,0,1974,10398.25,9469.5,-9.0,-7.0,26000.0,0,3,2,4,-1.0
112008,2,1,3,3,291,48,7,1,2,74132,6,7160.0,8352.0,10664.0,11991.0,6338.0,7520.0,9597.0,11163.0,32,7000.0,0,1038,9541.75,8654.5,-9.0,-9.0,25000.0,0,3,0,4,-1.0
112009,2,1,5,5,95,75,3,1,2,87666,12,5490.0,6493.0,9386.0,10958.0,4497.0,6191.0,7251.0,9210.0,32,5400.0,0,1763,8081.75,6787.25,-16.0,-7.0,18000.0,1,2,2,-1,3.3
112010,2,1,4,5,466,91,11,1,2,56919,6,6223.0,7161.0,9533.0,10869.0,5646.0,6930.0,8848.0,10184.0,32,6500.0,0,1086,8446.5,7902.0,-6.0,-6.0,14000.0,1,3,2,4,-1.0
112011,2,1,6,3,241,48,13,1,1,87402,3,4131.0,5617.0,7738.0,9305.0,4463.0,5980.0,7927.0,8952.0,32,6270.0,0,2152,6697.75,6830.5,2.0,-1.0,15000.0,0,3,2,4,-1.0
112012,2,1,3,9,447,30,2,1,2,52404,6,7575.0,8746.0,10688.0,11838.0,7219.0,8211.0,11004.0,12125.0,32,7640.0,0,671,9711.75,9639.75,-1.0,-7.0,17000.0,0,3,0,4,-1.0
112013,2,1,2,5,57,75,2,1,2,73436,6,7847.0,9086.0,11226.0,12661.0,7497.0,8682.0,11605.0,12549.0,32,8270.0,0,1155,10205.0,10083.25,-1.0,-9.0,37000.0,0,3,0,4,-1.0
112014,2,1,5,23,253,5,14,2,1,74788,6,4833.0,5871.0,7905.0,8764.0,4537.0,6113.0,7782.0,10131.0,32,5770.0,0,1038,6843.25,7140.75,4.0,-3.0,15000.0,0,3,2,2,-1.0
112015,2,1,2,6,484,77,3,1,1,79897,6,10809.0,13593.0,14970.0,17488.0,9805.0,12014.0,13539.0,16099.0,32,8270.0,0,1506,14215.0,12864.25,-10.0,-21.0,40000.0,0,3,2,4,-1.0
112016,2,1,6,13,454,22,5,1,1,77834,6,2583.0,3596.0,5693.0,6681.0,3002.0,3617.0,5812.0,6544.0,32,5870.0,0,569,4638.25,4743.75,2.0,4.0,13000.0,0,3,2,4,-1.0
112017,0,1,2,3,241,49,3,1,1,85781,3,8976.0,10744.0,12617.0,15229.0,8465.0,9585.0,13030.0,14130.0,32,8070.0,0,2152,11891.5,11302.5,-5.0,-16.0,43000.0,1,3,2,4,3.5
112018,0,1,3,3,291,48,3,1,2,62620,6,7096.0,8616.0,10780.0,12336.0,5999.0,7140.0,10090.0,11149.0,32,7970.0,0,1118,9707.0,8594.5,-11.0,-6.0,21000.0,1,3,2,4,-1.0
112019,0,1,2,4,428,53,13,1,2,81441,6,7031.0,7584.0,10249.0,10895.0,7106.0,7868.0,11832.0,12495.0,32,7870.0,0,1373,8939.75,9825.25,10.0,-6.0,41000.0,1,3,2,4,-1.0
112020,0,1,9,6,345,7,5,1,1,93702,11,3374.0,4445.0,6199.0,9222.0,3387.0,4150.0,6556.0,7608.0,32,5870.0,0,1209,5810.0,5425.25,-7.0,0.0,10000.0,1,3,2,2,-1.0
112021,0,1,6,6,164,107,7,1,1,94948,8,4823.0,6435.0,8597.0,11471.0,4730.0,5850.0,7770.0,8960.0,32,7240.0,0,1053,7831.5,6827.5,-13.0,-1.0,16000.0,1,0,2,4,3.0
112022,0,1,3,27,83,47,5,1,1,59379,6,11114.0,12246.0,14764.0,15907.0,10770.0,11825.0,14313.0,15670.0,32,10695.0,0,505,13507.75,13144.5,-3.0,-7.0,20000.0,0,3,0,4,-1.0
112023,0,1,3,3,241,48,15,1,2,52528,3,0.0,0.0,0.0,0.0,7078.0,8282.0,10791.0,12229.0,32,8600.0,0,1500,0.0,9595.0,0.0,999.0,18000.0,0,3,2,4,-1.0
112024,0,1,4,5,466,91,6,1,2,77856,6,0.0,0.0,0.0,0.0,5661.0,6427.0,8946.0,9745.0,32,6600.0,0,1389,0.0,7694.75,0.0,999.0,19000.0,1,3,2,4,-1.0
112025,0,1,3,3,241,48,13,1,2,72522,3,0.0,0.0,0.0,0.0,7078.0,8282.0,10791.0,12229.0,32,8300.0,0,1974,0.0,9595.0,0.0,999.0,24000.0,0,3,2,4,-1.0
112026,0,1,8,3,508,48,2,1,1,85244,7,0.0,0.0,0.0,0.0,4084.0,5143.0,7399.0,8575.0,32,6525.0,0,1543,0.0,6300.25,0.0,999.0,11000.0,0,0,1,4,4.2
112027,0,1,3,3,241,48,14,1,2,51388,3,0.0,0.0,0.0,0.0,7136.0,8274.0,9984.0,11560.0,32,8600.0,0,1500,0.0,9238.5,0.0,999.0,17000.0,0,3,2,4,-1.0
112028,0,1,6,6,171,24,3,1,1,70708,7,8380.0,10432.0,12190.0,14161.0,7138.0,8638.0,12005.0,14527.0,32,9215.0,0,1740,11290.75,10577.0,-6.0,-3.0,12000.0,1,1,2,4,4.0
112029,0,1,4,9,447,30,3,1,1,72692,6,6157.0,7448.0,9554.0,11291.0,6482.0,7780.0,9920.0,11588.0,32,7115.0,0,803,8612.5,8942.5,4.0,-4.0,18000.0,1,3,2,4,-1.0
112030,0,1,8,5,0,86,13,2,1,71733,5,5191.0,6667.0,8466.0,9610.0,5831.0,7396.0,8452.0,9442.0,32,8115.0,0,1220,7483.5,7780.25,4.0,1.0,9000.0,0,0,2,-1,4.7
112031,0,1,6,3,54,2,13,1,1,72269,5,8870.0,10384.0,13153.0,14767.0,7896.0,9634.0,11419.0,13824.0,32,11175.0,0,1272,11793.5,10693.25,-9.0,-1.0,12000.0,0,0,2,4,5.3
112032,0,1,4,19,153,48,2,1,1,70283,7,8209.0,9289.0,11547.0,12586.0,7471.0,8347.0,10797.0,11772.0,32,8015.0,0,569,10407.75,9596.75,-8.0,-6.0,18000.0,0,2,2,4,-1.0
112033,0,1,3,4,428,7,14,1,2,65110,6,6978.0,8254.0,11195.0,12397.0,6631.0,7727.0,9758.0,11104.0,32,8040.0,0,1020,9706.0,8805.0,-9.0,-6.0,22000.0,0,3,0,4,-1.0
112034,0,1,2,5,57,75,14,1,2,82762,6,7713.0,8433.0,12298.0,12901.0,8097.0,8803.0,12581.0,13199.0,32,7870.0,0,1373,10336.25,10670.0,3.0,-12.0,41000.0,1,3,2,4,-1.0
112035,0,1,3,23,52,104,14,1,2,73140,6,8523.0,10101.0,12234.0,13869.0,8492.0,9861.0,12290.0,13479.0,32,7060.0,0,1272,11181.75,11030.5,-1.0,-12.0,24000.0,0,3,2,4,-1.0
112036,0,1,4,29,71,0,2,1,1,64952,1,8067.0,9190.0,12264.0,13284.0,7949.0,8801.0,12599.0,13409.0,32,7870.0,0,1118,10701.25,10689.5,-0.0,-7.0,16000.0,0,3,2,2,-1.0
112037,0,1,3,13,454,22,2,1,2,60580,6,5518.0,6569.0,8750.0,9709.0,5094.0,6043.0,8440.0,9256.0,32,6300.0,1,533,7636.5,7208.25,-6.0,-6.0,20000.0,0,3,2,4,-1.0
112038,0,1,4,13,356,53,3,1,1,68166,6,4527.0,5743.0,8123.0,9491.0,4561.0,5921.0,7640.0,8784.0,32,6825.0,0,728,6971.0,6726.5,-4.0,-1.0,17000.0,0,3,0,4,-1.0
112039,0,1,5,4,377,98,14,1,2,79701,6,3751.0,4782.0,7200.0,8294.0,3448.0,4475.0,6879.0,7780.0,32,5110.0,0,1389,6006.75,5645.5,-6.0,-3.0,16000.0,0,3,2,4,-1.0
112040,0,1,1,3,291,48,7,1,1,71386,6,10428.0,11157.0,14042.0,14791.0,9983.0,11737.0,13025.0,14944.0,32,9950.0,0,1038,12604.5,12422.25,-1.0,-21.0,71000.0,0,3,0,4,-1.0
112041,0,1,6,6,171,106,13,1,3,64230,7,4817.0,6008.0,8334.0,9501.0,3980.0,5207.0,7719.0,8820.0,32,7685.0,0,1020,7165.0,6431.5,-10.0,1.0,11000.0,1,0,2,4,4.0
112042,0,1,3,13,454,22,2,1,2,35816,6,5524.0,6574.0,8756.0,9714.0,5439.0,6683.0,8543.0,9456.0,32,6425.0,0,462,7642.0,7530.25,-1.0,-5.0,12000.0,0,3,2,4,-1.0
112043,0,1,6,6,172,105,3,1,1,91653,5,7790.0,9621.0,12758.0,15757.0,6858.0,8648.0,10989.0,12817.0,32,9750.0,0,909,11481.5,9828.0,-14.0,-3.0,15000.0,2,0,2,-1,4.6
112044,0,1,6,3,241,7,12,1,2,73027,3,3233.0,4443.0,6540.0,7838.0,3484.0,4706.0,6423.0,7818.0,32,5725.0,0,1974,5513.5,5607.75,2.0,1.0,12000.0,0,3,2,4,-1.0
112045,0,1,2,5,96,75,14,1,2,65328,12,9093.0,10778.0,14595.0,16039.0,8808.0,10324.0,13202.0,14655.0,32,8800.0,1,1411,12626.25,11747.25,-7.0,-15.0,33000.0,1,2,2,-1,3.3
112046,0,1,5,3,114,48,2,1,1,68926,1,3794.0,4675.0,6799.0,7595.0,4127.0,4835.0,6894.0,7696.0,32,6070.0,0,728,5715.75,5888.0,3.0,1.0,14000.0,0,3,2,2,-1.0
112047,0,1,3,6,200,75,5,1,1,90198,6,9352.0,11001.0,12929.0,14697.0,9151.0,11003.0,12301.0,13780.0,32,7440.0,0,909,11994.75,11558.75,-4.0,-13.0,30000.0,0,3,0,4,-1.0
112048,0,1,5,4,377,98,13,1,2,76253,6,3848.0,4831.0,7135.0,8326.0,3712.0,4665.0,7174.0,8156.0,32,5170.0,0,1389,6035.0,5926.75,-2.0,-3.0,15000.0,0,3,2,4,-1.0
112049,0,1,4,20,39,7,6,1,1,60074,6,7375.0,8885.0,11202.0,12899.0,7302.0,8813.0,11140.0,12050.0,32,8240.0,0,630,10090.25,9826.25,-3.0,-5.0,15000.0,0,3,2,4,2.5
112050,0,1,4,4,428,7,3,1,1,85117,6,4198.0,5496.0,7565.0,8782.0,3865.0,4842.0,7494.0,8303.0,32,5625.0,0,1243,6510.25,6126.0,-6.0,-3.0,21000.0,0,3,0,4,-1.0
112051,0,1,4,6,172,107,2,1,1,96733,5,11075.0,13350.0,16207.0,18108.0,11077.0,13486.0,16333.0,18759.0,32,9950.0,0,909,14685.0,14913.75,2.0,-8.0,24000.0,2,0,2,-1,4.6
112052,0,1,8,1,396,10,15,1,1,96076,7,3385.0,4346.0,6292.0,7266.0,3551.0,4481.0,6496.0,7382.0,32,5615.0,0,4737,5322.25,5477.5,3.0,1.0,12000.0,0,2,2,4,-1.0
112053,0,1,8,16,69,7,14,1,1,76329,9,2150.0,2819.0,5542.0,6012.0,2601.0,3553.0,5938.0,6676.0,32,4615.0,0,869,4130.75,4692.0,14.0,1.0,10000.0,0,0,0,-1,2.5
112054,0,1,2,3,241,49,4,1,1,94255,3,8410.0,9495.0,12601.0,13737.0,8083.0,9220.0,12159.0,13106.0,32,7640.0,0,2351,11060.75,10642.0,-4.0,-15.0,47000.0,1,3,2,4,3.5
112055,0,1,2,3,241,49,3,1,1,71068,3,8410.0,9495.0,12601.0,13737.0,8649.0,10183.0,12428.0,14090.0,32,8040.0,0,1974,11060.75,11337.5,3.0,-14.0,36000.0,1,3,2,4,3.5
112056,0,1,7,6,541,75,1,1,1,82337,12,3299.0,4332.0,6706.0,7961.0,3350.0,4339.0,6622.0,7686.0,32,3860.0,0,2322,5574.5,5499.25,-1.0,-4.0,12000.0,1,2,2,4,3.8
112057,0,1,3,3,241,49,14,1,1,76017,3,7947.0,9444.0,11534.0,13121.0,8129.0,9336.0,11489.0,12794.0,32,7440.0,0,1974,10511.5,10437.0,-1.0,-10.0,25000.0,1,3,2,4,3.5
112058,0,1,4,22,228,7,5,1,1,67860,3,5598.0,6983.0,9192.0,10529.0,6034.0,7414.0,9622.0,10997.0,32,8040.0,0,1703,8075.5,8516.75,5.0,-0.0,17000.0,0,3,2,4,-1.0
112059,0,1,4,6,484,75,13,1,2,96169,6,4042.0,5191.0,7809.0,8772.0,4742.0,6081.0,7520.0,9259.0,32,5325.0,0,1053,6453.5,6900.5,7.0,-4.0,24000.0,0,3,2,4,-1.0
112060,0,1,5,23,532,0,13,1,2,95980,7,4626.0,5935.0,7803.0,9527.0,4391.0,5709.0,8289.0,9898.0,32,6625.0,0,1918,6972.75,7071.75,1.0,-1.0,19000.0,0,0,0,4,2.2
112061,0,1,3,13,454,22,3,1,2,69844,6,5121.0,6097.0,8464.0,9303.0,5705.0,6729.0,8709.0,9941.0,32,5625.0,0,533,7246.25,7771.0,7.0,-7.0,23000.0,0,3,2,4,-1.0
112062,0,1,3,20,39,7,3,1,2,67091,6,10293.0,11611.0,14583.0,15873.0,10260.0,11913.0,13737.0,15254.0,32,10350.0,0,630,13090.0,12791.0,-2.0,-7.0,22000.0,0,3,2,4,-1.0
112063,0,1,5,6,196,77,14,1,1,80442,12,4407.0,5323.0,8316.0,9513.0,5268.0,6401.0,8675.0,9949.0,32,6225.0,0,1633,6889.75,7573.25,10.0,-2.0,16000.0,1,2,2,-1,3.9
112064,0,1,2,6,200,75,14,1,1,63333,6,10204.0,11501.0,14548.0,16021.0,10765.0,12041.0,14162.0,14995.0,32,8240.0,0,728,13068.5,12990.75,-1.0,-18.0,32000.0,0,3,0,4,-1.0
112065,0,1,3,4,363,7,3,1,2,66780,2,8560.0,10131.0,13263.0,14732.0,7724.0,9258.0,12129.0,13659.0,32,8770.0,0,1215,11671.5,10692.5,-8.0,-8.0,22000.0,0,2,2,4,-1.0
112066,0,1,1,23,52,108,2,1,1,69310,6,10386.0,11467.0,14352.0,15261.0,11200.0,12173.0,15732.0,16734.0,32,8670.0,0,1118,12866.5,13959.75,8.0,-33.0,69000.0,1,3,2,4,-1.0
112067,0,1,2,6,200,75,6,1,2,95332,6,9963.0,11828.0,14582.0,16179.0,10524.0,12633.0,13958.0,15857.0,32,7770.0,0,1485,13138.0,13243.0,1.0,-20.0,48000.0,1,3,2,4,-1.0
112068,0,1,2,6,200,75,5,1,1,83590,6,9963.0,11828.0,14582.0,16179.0,10722.0,12756.0,14602.0,16553.0,32,7970.0,0,1373,13138.0,13658.25,4.0,-20.0,42000.0,1,3,2,4,-1.0
112069,0,1,2,3,241,49,7,1,1,78943,3,8656.0,10364.0,12595.0,14671.0,8666.0,10613.0,12976.0,15111.0,32,7940.0,0,1974,11571.5,11841.5,2.0,-16.0,39000.0,1,3,2,4,3.5
112070,0,1,3,13,407,22,3,1,1,64538,2,6981.0,8071.0,10900.0,12079.0,7094.0,8319.0,10449.0,11784.0,32,6225.0,0,728,9507.75,9411.5,-1.0,-12.0,22000.0,0,3,0,4,-1.0
112071,0,1,4,3,291,49,5,1,2,88043,6,6534.0,7963.0,9639.0,10665.0,6683.0,8073.0,9872.0,11196.0,32,6170.0,0,1113,8700.25,8956.0,3.0,-7.0,22000.0,0,3,0,4,-1.0
112072,0,1,5,6,484,75,6,1,2,79760,6,4483.0,6005.0,8227.0,9688.0,4268.0,5754.0,7028.0,8536.0,32,6025.0,0,920,7100.75,6396.5,-10.0,-3.0,16000.0,0,3,2,4,-1.0
112073,0,1,2,6,484,77,2,1,1,82867,6,9613.0,11727.0,13977.0,15898.0,10585.0,12912.0,14074.0,16172.0,32,8740.0,0,1633,12803.75,13435.75,5.0,-16.0,41000.0,0,3,2,4,-1.0
112074,3,1,4,6,188,117,3,1,1,64565,1,4303.0,5376.0,5147.0,6306.0,4171.0,5263.0,5005.0,6184.0,30,4375.0,0,1020,5283.0,5155.75,-2.0,-4.0,16000.0,0,3,2,4,-1.0
112075,3,1,4,3,296,48,14,1,1,59541,6,5985.0,7396.0,6964.0,8488.0,5571.0,6937.0,6517.0,7992.0,30,5390.0,0,1003,7208.25,6754.25,-6.0,-6.0,15000.0,1,3,2,4,-1.0
112076,3,1,4,6,196,75,14,1,2,84057,12,4282.0,5374.0,5125.0,6304.0,4645.0,5619.0,5517.0,6569.0,30,5355.0,0,1633,5271.25,5587.5,6.0,0.0,21000.0,1,2,2,-1,3.9
